,´Þ·¯/¹è·²
,96.72
,96.72
,96.48
,100.22
,101.22
,99.34
,100.99
,100.99
,100.99
,105.09
,99.31
,96.49
,92.36
,93.02
,93.02
,93.02
,95.74
,92.83
,88
,89.15
,92.84
,92.84
,92.84
,94
,93.17
,94.1
,90.84
,91.35
,91.35
,91.35
,92
,90.62
,89.83
,90.46
,86.15
,86.15
,86.15
,84.06
,86.27
,89.32
,88.49
,87.96
,87.96
,87.96
,88.86
,91.8
,93.37
,94.42
,97.92
,97.92
,97.92
,96.19
,94.29
,92.45
,94.57
,91.63
,91.63
,91.63
,91.62
,90.03
,92.41
,92.38
,93.5
,93.5
,93.5
,93.26
,93.52
,95.69
,96.96
,95.77
,95.77
,95.77
,94.83
,94.65
,96.16
,94.67
,98.57
,98.57
,98.57
,97.92
,95.36
,92.65
,93.67
,95.99
,95.99
,95.99
,93.14
,93.86
,92.86
,89.78
,87.62
,87.62
,87.62
,87.45
,88.36
,85.41
,85.34
,83.63
,83.63
,83.63
,83.19
,83.03
,85.43
,86.88
,85.57
,85.57
,85.57
,82.68
,79.35
,77.17
,76.15
,76.1
,76.1
,76.1
,77.99
,80.68
,82.7
,81.21
,79.04
,79.04
,79.04
,79.8
,79.99
,82.2
,80.98
,83.92
,83.92
,83.92
,83.92
,84.33
,83.26
,82.26
,85.91
,85.91
,85.91
,85.91
,82.1
,77.84
,78.69
,78.57
,78.57
,78.57
,79.65
,80.1
,82.67
,84.03
,85.28
,85.28
,85.28
,84.46
,85.92
,84.98
,86.16
,87.63
,87.63
,87.63
,88.19
,86.13
,86.12
,87.47
,86.66
,86.66
,86.66
,84.9
,84.49
,82.84
,82.17
,79.94
,79.94
,79.94
,80.99
,83.69
,85.09
,84.5
,86.39
,86.39
,86.39
,86.61
,85.58
,85.38
,85.14
,83
,83
,83
,84.07
,83.05
,80.6
,82.21
,83.16
,83.16
,83.16
,82.45
,83.89
,84.31
,84.75
,85.83
,85.83
,85.83
,86.18
,83.29
,82.66
,81.59
,82.78
,82.78
,82.78
,80.77
,77.45
,73.69
,74.7
,72.97
,72.97
,72.97
,73.79
,75.32
,76.69
,75.91
,74.99
,74.99
,74.99
,78.12
,78.65
,78.28
,79.27
,79.77
,79.77
,79.77
,84.93
,84.94
,84.99
,85.12
,85.12
,85.12
,85.12
,84.18
,85.61
,87.33
,86.09
,86.31
,86.31
,86.31
,84.76
,84.77
,83.12
,81.1
,81.66
,81.66
,81.66
,82.73
,80.77
,77.69
,78.37
,79.54
,79.54
,79.54
,79.31
,75.32
,72.33
,72.5
,75.3
,75.3
,75.3
,77.01
,77.44
,76.41
,74.98
,74.17
,74.17
,74.17
,75.23
,74.91
,76.96
,75.86
,75.58
,75.58
,75.58
,75.99
,76.84
,78.36
,76.26
,76.95
,76.95
,76.95
,77.07
,73.54
,72.66
,74.28
,76.13
,76.13
,76.13
,76.71
,76.29
,76.95
,75.96
,74.79
,74.79
,74.79
,71.84
,74.29
,73.2
,75.67
,76.61
,76.61
,76.61
,76.09
,75.9
,77.12
,74.14
,73.85
,73.85
,73.85
,74.18
,72.26
,74.03
,74.34
,74.9
,74.9
,74.9
,74.65
,76.25
,76.65
,76.52
,78.47
,78.47
,78.47
,77.69
,79.4
,80.11
,81.36
,79.87
,79.87
,79.87
,78.5
,79.63
,79.46
,79.64
,81.07
,81.07
,81.07
,82.74
,83.64
,82.92
,84.24
,84.99
,84.99
,84.99
,85.56
,84.91
,83.2
,85.14
,86.24
,86.24
,86.24
,85.34
,86.17
,87.55
,86.4
,86.81
,86.81
,86.81
,86.21
,84.89
,83.45
,84.12
,84.8
,84.8
,84.8
,84.46
,84.03
,83.21
,83.36
,84.48
,84.48
,84.48
,84.42
,85.49
,85.86
,86.86
,88.55
,88.55
,88.55
,89
,90.04
,90.6
,89.92
,90.65
,90.65
,90.65
,90.64
,92.06
,91.88
,93.7
,93.93
,93.93
,93.93
,94.43
,94.34
,93.53
,93.3
,93.27
,93.27
,93.27
,93.29
,93.96
,96.55
,95.38
,95.31
,95.31
,95.31
,90.71
,90.92
,85.81
,84.07
,84.58
,84.58
,84.58
,88.15
,87.65
,85.82
,86
,90.89
,90.89
,90.89
,89.65
,89.9
,91.5
,92.38
,92.16
,92.16
,92.16
,89.83
,88.07
,90.13
,87.93
,90.48
,90.48
,90.48
,87.45
,87.41
,84.63
,86.85
,84.89
,84.89
,84.89
,85.18
,81.61
,79.54
,80.01
,81.43
,81.43
,81.43
,82.52
,82.47
,81.18
,77.42
,80.61
,80.61
,80.61
,82.32
,82.45
,81.96
,81.42
,80.58
,80.58
,80.58
,79.98
,81.68
,83.1
,82.83
,78.88
,78.88
,78.88
,78.03
,77.2
,74.3
,74.05
,75.84
,75.84
,75.84
,76.03
,73.24
,74.26
,76.61
,76.55
,76.55
,76.55
,77.95
,79.23
,79.7
,79.39
,79.07
,79.07
,79.07
,79.07
,81.07
,79.65
,78.39
,77.04
,77.04
,77.04
